Music Rehearsal Space_rank,Recording Studio_rank,name,phone,address,website,location,search_datetime,neighborhood,email,extra_phones,social_links,categories,hour_category,other_info,detailed_hours,slogan,general_info,yp_url,space_image
,7,Red Lounge Recording Studio,(813) 473-2673,"6911 Sheldon Rd, Tampa, FL 33615",,"Tampa, FL",2024-01-23 20:32:26,"Town N County Park, Town N County Alliance",redlounge6911@gmail.com,Lead Engineer:  (813) 842-2210,,Recording Service-Sound & Video,Regular Hours,,"Mon - Sat: 7:00 am - 12:00 am, Sun: 12:00 pm - 12:00 am",,,http://www.yellowpages.com/tampa-fl/mip/red-lounge-recording-studio-495849534,
,8,Suite 16 Recording Studio,(813) 443-6079,"1005 W Busch Blvd, Tampa, FL 33612",https://www.suite16recordingstudio.com/about-us,"Tampa, FL",2024-01-23 20:32:27,,,,,"Recording Service-Sound & Video, Studio Rental",Regular Hours,,Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/tampa-fl/mip/suite-16-recording-studio-532869427,
,9,MDM Recording,(813) 284-0409,"1256 E Hillsborough Ave, Tampa, FL 33604",,"Tampa, FL",2024-01-23 20:32:27,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/mdm-recording-547660641,
,10,Benton Media Lounge,(813) 444-3055,"5008 W Linebaugh Ave Suite 1, Tampa, FL 33624",https://bentonmedialounge.com,"Tampa, FL",2024-01-23 20:32:27,,info@bentonmedialounge.com,,,"Recording Service-Sound & Video, Music Publishers & Distribution",Regular Hours,,Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/tampa-fl/mip/benton-media-lounge-574935899,
,11,Deep Productions,(813) 989-1983,"10236 Fisher Ave, Tampa, FL 33619",https://www.deep-productions.com,"Tampa, FL",2024-01-23 20:32:27,,,,,Recording Service-Sound & Video,Regular Hours,,Tue - Sat: 1:00 pm - 12:00 am,,,http://www.yellowpages.com/tampa-fl/mip/deep-productions-559324563,
,12,Black Dog Mastering Studio,(813) 434-1483,"5373 Ehrlich Rd, Tampa, FL 33625",https://www.blackdogmastering.com,"Tampa, FL",2024-01-23 20:32:27,,,,,Recording Service-Sound & Video,Regular Hours,,"Mon - Fri: 8:00 am - 6:00 pm, Sat - Sun: 10:00 am - 3:00 pm",,,http://www.yellowpages.com/tampa-fl/mip/black-dog-mastering-studio-531372017,
,13,Weddings by K and M,(813) 842-8163,"4202 Hollow Hill Dr, Tampa, FL 33624",,"Tampa, FL",2024-01-23 20:32:27,,,,,"Recording Service-Sound & Video, Video Production Services, Wedding Photography & Videography",,,,,,http://www.yellowpages.com/tampa-fl/mip/weddings-by-k-and-m-497781326,
,14,Black Key Recording,(813) 309-1232,"Tampa, FL 33618",,"Tampa, FL",2024-01-23 20:32:27,,daniel@blackkeyrecording.com,MobilePhone:  (813) 309-1232,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/black-key-recording-504733426,
,15,Watermark Communications Inc,(813) 986-4477,"16057 Tampa Palms Blvd W # 364, Tampa, FL 33647",http://www.watermarkinc.net,"Tampa, FL",2024-01-23 20:32:27,"New Tampa, Tampa Palms",info@watermarkinc.net,TollFree:  (888) 329-6509,,"Recording Service-Sound & Video, Studio Rental",,"Parking: Lot, Free",,,,http://www.yellowpages.com/tampa-fl/mip/watermark-communications-inc-464789332,https://i1.ypcdn.com/blob/8a32bbfb0000938c91cc483540919183ec11ffba_228x168_crop.jpg
,16,ES Creative,(813) 254-3321,"1503 N 19th St, Tampa, FL 33605",http://editsuitesonline.com,"Tampa, FL",2024-01-23 20:32:27,"Uptown Tampa, Northeast Tampa, Historic Ybor",info@editsuitesonline.com,,,"Recording Service-Sound & Video, Video Production Services, Video Production Services-Commercial, Video Tape Editing Service",Regular Hours,,Mon - Sat: 9:00 am - 5:00 pm,We Put Your Message in Motion,"Edit Suites is a visual communications company. We produce videos that market your products and services, define your brand and demonstrate how your product or service works. We bring motion graphics, animation and video together for screens of all sizes, connecting clients with contemporary audiences.Based on your goals and budget, we'll help you determine the scope of production. If a script is needed, our writers will draft an original or work from one you provide. Our producers and camera crews will scout the ideal location, determine lighting conditions, and work with the right equipment to bring home great shots. Edit Suites offers a variety of solutions for your video editing needs. Our editors can produce a compelling video from footage shot by our camera staff or transform your video, images, and sound into a finished presentation thatâ€™s sure to capture your audienceâ€™s attention.",http://www.yellowpages.com/tampa-fl/mip/es-creative-176792,
,17,Sample Music & Sound Design,(813) 876-2600,"1207 N Himes Ave, Tampa, FL 33607",,"Tampa, FL",2024-01-23 20:32:27,Northwest Tampa,,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/tampa-fl/mip/sample-music-sound-design-3040291,
,18,Twenty-Six Records,(813) 207-0026,"4253 W Kennedy Blvd, Tampa, FL 33609",,"Tampa, FL",2024-01-23 20:32:27,"Northwest Tampa, Westshore Palms",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/twenty-six-records-3406606,
,19,In House Productions,(813) 837-3712,"3402 W Carrington St, Tampa, FL 33611",http://studio42.tv,"Tampa, FL",2024-01-23 20:32:27,"Southwest Tampa, Bayshore Beautiful",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/in-house-productions-28862551,
,20,Bonafe Production Studio,(813) 514-2640,"3320 W Paris St, Tampa, FL 33614",http://www.bonafeproductions.com,"Tampa, FL",2024-01-23 20:32:27,,samuel@todoeltiempo.org,,,"Recording Service-Sound & Video, Music Schools",,,,,,http://www.yellowpages.com/tampa-fl/mip/bonafe-production-studio-473037070,
,21,Sound Asylum,(813) 223-3237,"101 N 12th St Unit 104, Tampa, FL 33602",http://www.soundasylum.com,"Tampa, FL",2024-01-23 20:32:27,"Northeast Tampa, Channel District",biz@soundasylum.com,,,"Recording Service-Sound & Video, CD, DVD & Cassette Duplicating Services, Recording Studio Equipment, Studio Rental, Video Production Services",Regular Hours,"Parking: Street, Free, Wheelchair Accessible: Yes","Mon - Fri: 9:00 am - 6:00 pm, Sat - Sun Closed",,A commercial recording studio. Specializing in sound design. Music scoring. ISDN. ADR. Audio post production.,http://www.yellowpages.com/tampa-fl/mip/sound-asylum-12181866,
,22,RedRoom Recorders - Pro Tools Recording Studio,(813) 857-8620,"3802 E 8th Ave, Tampa, FL 33605",,"Tampa, FL",2024-01-23 20:32:27,Northeast Tampa,,,,"Recording Service-Sound & Video, Recording Studio Equipment",,,,,,http://www.yellowpages.com/tampa-fl/mip/redroom-recorders-pro-tools-recording-studio-20194989,
,23,Gram's Place BnB GuestHouses - Youth Hostle & Music Recording Studio,(813) 221-0596,"3109 N Ola Ave, Tampa, FL 33603",,"Tampa, FL",2024-01-23 20:32:27,"Northeast Tampa, Tampa Heights",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/grams-place-bnb-guesthouses-youth-hostle-music-recording-studio-467243252,
,24,Atomic Audio Recording Inc.,(813) 245-7195,"3212 N 40th St Ste 302, Tampa, FL 33605",http://www.atomicaudiorecording.com,"Tampa, FL",2024-01-23 20:32:27,"East Tampa, Northeast Tampa",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/atomic-audio-recording-inc-455533350,
,25,Titan Audio,(813) 341-0388,"8804 Venture Cv, Tampa, FL 33637",,"Tampa, FL",2024-01-23 20:32:27,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/titan-audio-451199023,
,26,P W C Studio,(813) 831-8518,"Tampa, FL 33616",,"Tampa, FL",2024-01-23 20:32:27,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/tampa-fl/mip/p-w-c-studio-7188088,
,27,Soundsmith Productions,(813) 936-9303,"3405 W Kenyon Ave, Tampa, FL 33614",http://www.mysoundsmith.com,"Tampa, FL",2024-01-23 20:32:27,,info@soundsmithprod.com,,,"Music Producers, Audio-Visual Creative Services, Music Arrangers & Composers, Recording Service-Sound & Video",Regular Hours,,Mon - Fri: 10:00 am - 10:00 pm,Saturday by appointment.,"We are currently offering a special for those in the video and film industry… Soundsmith Productions will master a portion of the post music for your project at our cost! Simply send us either a DVD,VHS, SVHS 1/4” video tape or AVI-QuickTime file format. We should be able to return your tape within 14 days…complete with post audio. Click here to request more details.We are currently offering a special for those in the video and film industry… Soundsmith Productions will master a portion of the post music for your project at our cost! Simply send us either a DVD,VHS, SVHS 1/4” video tape or AVI-QuickTime file format. We should be able to return your tape within 14 days…complete with post audio. Click here to request more details.",http://www.yellowpages.com/tampa-fl/mip/soundsmith-productions-573676,
,28,"White Dog Recording, LLC",(816) 785-2723,"13414 Dottie Dr, Tampa, FL 33617",http://www.whitedogrecording.com,"Tampa, FL",2024-01-23 20:32:27,,whitedogrecording@gmail.com,,,"Audio-Visual Creative Services, Music Arrangers & Composers, Music Producers, Record Labels, Recording Service-Sound & Video, Recording Studio Equipment",,,,Pure.Audio.,"We offer a premium suite of services for anything audio related as well as a number of auxiliary services for individuals wanting to take their product to the next level. Driven by fresh ideas and new approaches White Dog Recording has something to offer for everyone. Our staff is experienced, knowledgeable, and friendly. Whether you're looking for recording, a mixdown, advice, or production, You're in the right spot.",http://www.yellowpages.com/tampa-fl/mip/white-dog-recording-llc-505340296,https://i3.ypcdn.com/blob/45b51ae1a88e9bf8bb0339e82760720ee5369b10_228x168_crop.jpg
,29,Rising Sun Music,(813) 340-6126,"3004 W Crest Ave, Tampa, FL 33614",http://www.risingsunstudios.com,"Tampa, FL",2024-01-23 20:32:27,Northwest Tampa,,,,"Music Arrangers & Composers, Music Producers, Musicians, Record Labels, Recording Service-Sound & Video",Regular Hours,,Mon - Sun: Open 24 Hours,Do it right the first time.,"Rising Sun Music houses a Pro Tools and Cubase DAW with complete digital editing capabilities dedicated to producing quality output. We are proud to offer the finest in Music Production in the Tampa Bay area. We offer services such as Artist Development, Consulting, Original Music Composition, Jingles, Mastering, Midi Sequencing, Producing, Scoring Soundtracks, Multimedia and other Communications. Please feel free to browse through our site and find out what you need for your next project to sound its best at Rising Sun Music",http://www.yellowpages.com/tampa-fl/mip/rising-sun-music-22901802,https://i1.ypcdn.com/blob/959c62adb7a42a8da8997f8e1d4ee42bcbbad02e_228x168_crop.jpg
,30,Kestum Bilt,(813) 336-5233,"1901 E 2nd Ave, Tampa, FL 33605",http://www.kestumbilt.com,"Tampa, FL",2024-01-23 20:32:27,,pg2@kestumbilt.com,,,"Video Production Services-Commercial, Communication Consultants, Recording Service-Sound & Video, Video Production Services",Regular Hours,,"Mon - Fri: 9:00 am - 5:00 pm, Sat - Sun Closed",Attention to detail makes the difference between good and great!,"KESTUM BILT is a collective of creative minds who believe that a relentless attention to detail makes the difference between good and great, we never forget that if the work isnt delivered on strategy, on time, and on budget, then it doesnt matter how gorgeous it looks. If you share the same philosophy, then you should get to know Kestum Bilt. Were big on cultivating long-term partnerships with our clients. Partnerships that are built on trust and satisfactionnot on our bottom line.",http://www.yellowpages.com/tampa-fl/mip/kestum-bilt-533680848,
,2,Outer Limit Recording Studio,(716) 886-0554,"1313 Walden Ave, Buffalo, NY 14211",http://www.outerlimitrecordingstudio.com,"Buffalo, NY",2024-01-23 20:32:53,,,,,"Recording Service-Sound & Video, Audio-Visual Production Services, Studio Rental",Regular Hours,Parking: Lot,Mon - Sun: 9:00 am - 8:00 pm,,,http://www.yellowpages.com/buffalo-ny/mip/outer-limit-recording-studio-459446570,
,3,Checkmate Records,(716) 783-9638,"1785 Hertel Ave, Buffalo, NY 14216",,"Buffalo, NY",2024-01-23 20:32:53,"North Buffalo, Starin Central",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/buffalo-ny/mip/checkmate-records-9238431,
,4,Imagine Recording Studios,(716) 725-6997,"71 Military Rd, Buffalo, NY 14207",http://imaginerecordingstudio.com,"Buffalo, NY",2024-01-23 20:32:53,"Riverside, Black Rock",,,,"Recording Service-Sound & Video, Video Production Services, Video Production Services-Commercial, Video Tape Editing Service",Regular Hours,,Mon - Fri: 9:00 am - 4:30 pm,Music That Matters,"If You Can Imagine it, You Can Create it. Give us a shout! We’ll be happy to show you around and talk about your project!",http://www.yellowpages.com/buffalo-ny/mip/imagine-recording-studios-502823247,https://i3.ypcdn.com/blob/d150048bcaf9e5b760db9f187fd2e68615df2af3_228x168_crop.jpg
,5,Nickel City Recording Studios,(716) 259-9606,"297 Parkside Ave, Buffalo, NY 14214",,"Buffalo, NY",2024-01-23 20:32:53,"North Buffalo, Delaware Park",,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/buffalo-ny/mip/nickel-city-recording-studios-497720684,
,6,Loft Recording Studios,(716) 894-3374,"48 Dellwood Pl, Buffalo, NY 14225",http://www.loftstudiobuffalo.com,"Buffalo, NY",2024-01-23 20:32:53,Pine Hill,,,,"Recording Service-Sound & Video, Studio Rental, Video Production Services",Regular Hours,,Mon - Sun: 10:00 am - 12:00 am,,,http://www.yellowpages.com/buffalo-ny/mip/loft-recording-studios-3376638,
,7,Icemedia612,(716) 262-9941,"14 Lafayette Sq, Buffalo, NY 14203",,"Buffalo, NY",2024-01-23 20:32:53,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/buffalo-ny/mip/icemedia612-532687490,https://i2.ypcdn.com/blob/2c665dfac91c38f6608e6f741839ce8ef6b4f093_228x168_crop.jpg
,8,GCR Audio Recording Studio,(716) 381-9608,"564 Franklin St, Buffalo, NY 14202",https://www.gcraudio.com/contact.html,"Buffalo, NY",2024-01-23 20:32:53,"Allen, Elmwood",,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/buffalo-ny/mip/gcr-audio-recording-studio-453461476,
,9,Cassobeats,(646) 798-8226,"222 Dutton Ave, Buffalo, NY 14211",https://www.cassobeats.net/contact,"Buffalo, NY",2024-01-23 20:32:54,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/buffalo-ny/mip/cassobeats-566402107,
,10,Enlightment Entertainment,(716) 836-8742,"103 Cloverdale Ave, Buffalo, NY 14215",,"Buffalo, NY",2024-01-23 20:32:54,"LaSalle, North East",,Phone:  (716) 836-6611,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/buffalo-ny/mip/enlightment-entertainment-469828859,
,11,G B Audio,(716) 834-0812,"17 Andres Pl, Buffalo, NY 14225",http://www.gbaudioonline.com,"Buffalo, NY",2024-01-23 20:32:54,,,,,Recording Service-Sound & Video,,"Parking: Lot, Wheelchair Accessible: Yes",,,,http://www.yellowpages.com/buffalo-ny/mip/g-b-audio-29627178,
,12,Studio Mapleshade,(716) 838-5169,"430 Ruskin Rd, Buffalo, NY 14226",,"Buffalo, NY",2024-01-23 20:32:54,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/buffalo-ny/mip/studio-mapleshade-8172980,
,13,"ESP, Inc | Buffalo NY CD Printing Duplication Design",(800) 527-9225,"37 John Glenn Dr, Buffalo, NY 14228",http://www.esp-cd.com,"Buffalo, NY",2024-01-23 20:32:54,,info@esp-cd.com,Phone:  (716) 691-7631 Fax:  (716) 691-7732 TollFree:  (800) 527-9225,,"Copying & Duplicating Service, Cd-Rom, Printing Services, Recording Service-Sound & Video, Screen Printing",Regular Hours,,"Mon - Fri: 9:00 am - 5:00 pm, Sat - Sun Closed",,,http://www.yellowpages.com/buffalo-ny/mip/esp-inc-buffalo-ny-cd-printing-duplication-design-453764054,
,14,Stand Out Musik Productions,(914) 709-5314,"222 Dutton Ave, Buffalo, NY 14211",,"Buffalo, NY",2024-01-23 20:32:54,,standoutmusik@gmail.com,office:  (914) 709-5314 Phone:  (716) 316-4337,,"Record Labels, Music Producers, Recording Service-Sound & Video",,"Parking: Street, Self, Wheelchair Accessible: Yes",,,,http://www.yellowpages.com/buffalo-ny/mip/stand-out-musik-productions-459061729,
,15,Sweet Sound Music and Variety,(716) 335-6055,"257 Grant St, Buffalo, NY 14213",,"Buffalo, NY",2024-01-23 20:32:54,"West Side, Grant Ferry",sweetsoundvariety@roadrunner.com,Phone:  (716) 882-4423 Business:  (716) 882-4423,,"Audio-Visual Creative Services, Clothing Stores, General Merchandise, Music Stores, Recording Service-Sound & Video, Wedding Music & Entertainment, Wedding Supplies & Services",Regular Hours,,"Mon - Wed: 10:00 am - 8:00 pm, Thu: 10:00 am - 9:00 pm, Fri - Sat: 10:00 am - 10:00 pm, Sun: 12:00 pm - 5:00 pm",Sweet Sound Music & Variety..... Sounds Sweet Doesn't it!!!,To serve the entire Buffalo area,http://www.yellowpages.com/buffalo-ny/mip/sweet-sound-music-and-variety-12027464,
,16,Select Music Group,(716) 931-9149,"6 Donovan Dr, Buffalo, NY 14211",,"Buffalo, NY",2024-01-23 20:32:54,,,,,"Music Arrangers & Composers, Music Producers, Music Publishers & Distribution, Record Labels, Recording Service-Sound & Video",,,,""" Only Few Get Selected ""","Select Music Group is a production team consisting of producers, artist, and songwriters launched in 2005 using trademark slogan phrase "" Only Few Get Selected "" with a female voice echoing drop. The group is made up of members: Marvin ""The MarTian"" Haskins, Shawn Dough, and Adrian ""Trey Drum"" Griffin, which have a very clear objective to develop clients careers providing them with industry sound results from Music Demos, Albums, Mixtapes, Extended Players, Debut Singles, Instrumentals, Songwriting, Featured Gigs, including Drops or Effects.  Our work as a Record Producer may include: selecting music and contacting musicians, identifying music with commercial potential, setting the budget and recording schedule, negotiating and signing contracts with performers and with the artists and repertoire (A&R) departments of music publishers or record companies, engineering the recording, delivering the product to the A&R department of the company, all within budget and on schedule.  The collaborative nature of music production means that Producers work with a wide variety of people, including performers, writers, arrangers, lawyers, accountants and distributors. Hours are long and irregular, often including evenings and weekends.  Many Producers work on a freelance basis and are paid a flat fee for recording sessions, possibly with an agreed percentage (often between three and four percent) of the income from future sales, so income can vary from next to nothing to tens of thousands of dollars. Producers may also be employed by a record label or music production company.",http://www.yellowpages.com/buffalo-ny/mip/select-music-group-531255057,
